slug,name,brand,category,price,specs,features,description,ideal_for,efficiency,img,pop,best,visible
chaffoteaux-avenir-plus-11-sft-eu,Chaffoteaux Avenir Plus 11 SFT EU,Chaffoteaux,termos,410,,,"El calentador Chaffoteaux Avenir Plus 11 SFT EU combina seguridad y confort con tecnología avanzada, asegurando un suministro constante de agua caliente y eficiencia energética superior. Caudal: 11 l/min con incremento de temperatura de 25ºC Calificación energética: A, compatible con gas natural y propano Modulación termostática: Ajuste preciso para un consumo eficiente",,,productos/chaffoteaux-avenir-plus-11-sft-eu.jpg,279,false,false
vaillant-turbomag-plus-175-1-5,Vaillant TurboMAG plus 175/1-5,Vaillant,termos,615,,,"El calentador Vaillant TurboMAG plus 175/1-5 combina tecnología avanzada y eficiencia energética, proporcionando un flujo constante de agua caliente con un consumo de gas optimizado. Caudal máximo: 17,5 l/min para un suministro continuo Eficiencia energética: Clase A, asegurando un uso responsable de energía Funcionalidad: Display digital intuitivo y encendido electrónico para un manejo sencillo",,,productos/vaillant-turbomag-plus-175-1-5.jpg,280,false,false
vaillant-turbomag-plus-155-1-5,Vaillant TurboMAG plus 155/1-5,Vaillant,termos,650,,,"El calentador Vaillant TurboMAG plus 155/1-5 combina tecnología avanzada y eficiencia energética, asegurando un suministro constante de agua caliente con un consumo reducido de gas. Caudal máximo: 15 l/min para un flujo constante Eficiencia energética: Clase A, optimizando el uso de energía Funcionalidad: Display digital intuitivo y encendido electrónico seguro",,,productos/vaillant-turbomag-plus-155-1-5.jpg,281,false,false
vaillant-turbomag-pro-145-1,Vaillant TurboMAG pro 145/1,Vaillant,termos,585,,,"El calentador Vaillant TurboMAG pro 145/1 combina tecnología avanzada y eficiencia energética, proporcionando un flujo constante de agua caliente con un consumo optimizado, ideal para hogares exigentes. Caudal máximo: 16 l/min para un suministro continuo Eficiencia energética: Clase A, asegurando ahorro y sostenibilidad Seguridad: Termostato integrado y encendido electrónico para un uso seguro",,,productos/vaillant-turbomag-pro-145-1.jpg,282,false,false
vaillant-turbomag-plus-125-1-5,Vaillant TurboMAG plus 125/1-5,Vaillant,termos,660,,,"El calentador Vaillant TurboMAG plus 125/1-5 combina tecnología avanzada y eficiencia energética, proporcionando un flujo constante de agua caliente con un diseño compacto y seguro. Caudal máximo: 14 l/min para un suministro continuo Eficiencia energética: Clase A, optimizando el consumo de gas Seguridad: Termostato de seguridad y encendido electrónico",,,productos/vaillant-turbomag-plus-125-1-5.jpg,283,false,false
vaillant-turbomag-pro-125-1,Vaillant TurboMAG pro 125/1,Vaillant,termos,585,,,"El calentador Vaillant TurboMAG pro 125/1 combina tecnología avanzada y eficiencia energética, proporcionando un flujo constante de agua caliente con un diseño compacto y seguro, ideal para hogares modernos. Caudal máximo: 11 l/min para un suministro continuo Eficiencia energética: Clase A, optimizando el consumo de gas Sistema de encendido: Electrónico con termostato de seguridad integrado",,,productos/vaillant-turbomag-pro-125-1.jpg,284,false,false
domusa-teknik-sirena-mix-duo-hfd-40,Domusa Teknik Sirena Mix Duo HFD 40,Domusa,calderas,,Consumo de agua caliente: 2 duchas + 1 grifo | Dimension a climatizar: 240,,"La caldera Domusa Teknik Sirena Mix Duo HFD 40 garantiza un hogar cálido y confortable, combinando eficiencia energética y un rendimiento excepcional en calefacción y agua caliente sanitaria. Potencia robusta: 39,4 kW para calentar hasta 300 m² Caudal de ACS: 22 litros por minuto con incremento de 30 &ordm;C Material duradero: Hierro fundido para mayor longevidad",,,productos/domusa-teknik-sirena-mix-duo-hfd-40.jpg,285,false,false
domusa-teknik-sirena-mix-duo-hfd-30,Domusa Teknik Sirena Mix Duo HFD 30,Domusa,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 240,,"La caldera Domusa Teknik Sirena Mix Duo HFD 30 garantiza un hogar cálido y confortable, combinando eficiencia energética y un rendimiento excepcional en calefacción y agua caliente sanitaria. Potencia térmica: 28,1 kW para calentar hasta 180 m² Caudal de ACS: 17,5 litros por minuto a 30 &ordm;C Material duradero: Cuerpo de hierro fundido",,,productos/domusa-teknik-sirena-mix-duo-hfd-30.jpg,286,false,false
domusa-clima-plus-h-2,Domusa Clima Plus H,Domusa,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Domusa Clima Plus H es la elección ideal para hogares que buscan eficiencia y confort, proporcionando calefacción y agua caliente de manera confiable. Potencia óptima: 26,5 kW para calentar hasta 180 m² Caudal de agua caliente: 12,3 l/min con incremento de 30 &ordm;C Durabilidad: Cuerpo de combustión de acero anticorrosión",,,productos/domusa-clima-plus-h-2.jpg,287,false,false
ferroli-atlas-d-25-si-unit,Ferroli Atlas D 25 SI UNIT,Ferroli,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Ferroli Atlas D 25 SI UNIT es ideal para hogares que buscan eficiencia y confort, proporcionando calefacción potente y agua caliente constante. Potencia de calefacción: 25 kW, adecuada para 120-150 m² Caudal de agua caliente: 14,3 litros por minuto a 25 &ordm;C Clase energética: B, optimizando el consumo de gasoil",,,productos/ferroli-atlas-d-25-si-unit.jpg,288,false,false
ferroli-atlas-25-si-unit,Ferroli Atlas 25 SI UNIT,Ferroli,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera Ferroli Atlas 25 SI UNIT garantiza un hogar cálido y confortable, ideal para espacios de 120-150 m², con un rendimiento energético óptimo. Potencia térmica: 25 kW para calefacción eficiente Caudal de agua caliente: 14,3 litros por minuto a 25 &ordm;C Clase energética: B, para un consumo responsable",,,productos/ferroli-atlas-25-si-unit.jpg,289,false,false
rayco-elemento-aluminio-magno-800,Rayco elemento aluminio MAGNO+ 800,Rayco,calderas,,,,"Rayco Elemento Aluminio MAGNO+ 800: Descubre la elegancia y eficiencia del radiador MAGNO+ 800, un modelo que combina diseño sofisticado con funcionalidad superior. Ideal para cualquier tipo de ambiente, desde los más rústicos hasta los más modernos, este radiador se adapta perfectamente a tus necesidades de climatización. Diseño versátil: Con sus 5 alturas disponibles, el MAGNO+ 800 se integra armoniosamente en cualquier espacio, aportando un toque de distinción. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y resistencia a la corrosión, asegurando una larga vida útil. Eficiencia energética: Diseñado para maximizar el rendimiento y minimizar el consumo energético, contribuyendo a un hogar más sostenible. Fácil instalación: Su diseño modular permite una instalación sencilla y rápida, adaptándose a diferentes configuraciones de espacio. Estética moderna: Su acabado elegante y sobrio lo convierte en un elemento decorativo que complementa cualquier estilo de decoración. Si tienes alguna pregunta sobre el Rayco Elemento Aluminio MAGNO+ 800, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar una compra informada y satisfactoria.",,,productos/rayco-elemento-aluminio-magno-800.jpg,290,false,false
rayco-elemento-aluminio-magno-700,Rayco elemento aluminio MAGNO+ 700,Rayco,calderas,,,,"Rayco Elemento Aluminio MAGNO+ 700: Descubre la elegancia y eficiencia del radiador MAGNO+ 700, un modelo que combina diseño y funcionalidad para adaptarse a cualquier estilo de decoración, desde lo rústico hasta lo más moderno. Diseño versátil: La serie MAGNO+ ofrece 5 alturas diferentes, permitiendo una integración perfecta en cualquier espacio. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y resistencia a la corrosión. Eficiencia energética: Diseñado para maximizar el ahorro energético, proporcionando un calor uniforme y constante. Fácil instalación: Su diseño modular facilita el montaje y permite adaptarse a las necesidades específicas de cada habitación. Estética moderna: Con un acabado sobrio y elegante, el MAGNO+ 700 se convierte en un elemento decorativo más en tu hogar. Si tienes alguna pregunta sobre el Rayco Elemento Aluminio MAGNO+ 700, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de climatización perfecta para tu hogar.",,,productos/rayco-elemento-aluminio-magno-700.jpg,291,false,false
rayco-elemento-aluminio-magno-600,Rayco elemento aluminio MAGNO+ 600,Rayco,calderas,,,,"Rayco Elemento Aluminio MAGNO+ 600: Descubre la elegancia y eficiencia del radiador MAGNO+ 600, un modelo que combina diseño y funcionalidad para adaptarse a cualquier estilo de decoración, desde lo rústico hasta lo moderno. Este radiador de aluminio es ideal para quienes buscan una solución de calefacción eficiente y estética. Diseño versátil: Con sus 5 alturas disponibles, el MAGNO+ 600 se adapta perfectamente a cualquier espacio, ofreciendo una solución de calefacción que también es un elemento decorativo. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y resistencia a la corrosión, asegurando una larga vida útil. Eficiencia energética: Diseñado para maximizar la emisión de calor con un consumo energético reducido, ayudando a mantener un ambiente cálido y confortable sin aumentar tus facturas de energía. Fácil instalación: Su diseño ligero y modular permite una instalación sencilla y rápida, adaptándose a las necesidades específicas de cada espacio. Estilo y funcionalidad: El MAGNO+ 600 no solo calienta tu hogar, sino que también añade un toque de sofisticación a cualquier habitación. Si tienes alguna pregunta sobre el Rayco Elemento Aluminio MAGNO+ 600, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar una compra informada y satisfactoria.",,,productos/rayco-elemento-aluminio-magno-600.jpg,292,false,false
rayco-elemento-aluminio-magno-425,Rayco elemento aluminio MAGNO+ 425,Rayco,calderas,,,,"Rayco Elemento Aluminio MAGNO+ 425: Descubre la elegancia y eficiencia del radiador MAGNO+ 425, un modelo que combina diseño y funcionalidad para adaptarse a cualquier estilo de decoración, desde lo rústico hasta lo más moderno. Versatilidad en diseño: La serie MAGNO+ ofrece 5 alturas diferentes, permitiendo una integración perfecta en cualquier espacio. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y resistencia a la corrosión. Eficiencia energética: Diseñado para maximizar el ahorro energético, proporcionando un calor uniforme y constante. Dimensiones optimizadas: Con una altura de 42.5 cm, el MAGNO+ 425 es ideal para calentar habitaciones de tamaño medio sin ocupar demasiado espacio. Fácil instalación: Su diseño modular permite una instalación sencilla y rápida, adaptándose a las necesidades específicas de cada usuario. Si tienes alguna pregunta sobre el Rayco Elemento Aluminio MAGNO+ 425, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de climatización perfecta para tu hogar.",,,productos/rayco-elemento-aluminio-magno-425.jpg,293,false,false
rayco-elemento-aluminio-magno-350,Rayco elemento aluminio MAGNO+ 350,Rayco,calderas,,,,"Rayco Elemento Aluminio MAGNO+ 350: Descubre la elegancia y eficiencia del radiador MAGNO+ 350, un modelo que combina diseño y funcionalidad para adaptarse a cualquier estilo de decoración, desde ambientes rústicos hasta los más modernos. Diseño versátil: La serie MAGNO+ ofrece cinco alturas diferentes, permitiendo una integración perfecta en cualquier espacio. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y resistencia a la corrosión. Eficiencia energética: Diseñado para maximizar el rendimiento y minimizar el consumo energético, ideal para quienes buscan una solución de calefacción sostenible. Fácil instalación: Su diseño modular permite una instalación sencilla y rápida, adaptándose a las necesidades específicas de cada habitación. Estética moderna: Con un acabado sobrio y elegante, el MAGNO+ 350 no solo calienta, sino que también decora cualquier espacio. Si tienes alguna pregunta sobre el Rayco Elemento Aluminio MAGNO+ 350, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de calefacción perfecta para tu hogar.",,,productos/rayco-elemento-aluminio-magno-350.jpg,294,false,false
fondital-elemento-aluminio-seven-800-s5,Fondital elemento aluminio SEVEN 800 S5,Fondital,calderas,,,,"Descubre el radiador Fondital SEVEN 800 S5, un elemento de aluminio que combina un diseño elegante con un rendimiento térmico excepcional. Ideal para quienes buscan eficiencia y estilo en su sistema de calefacción. Diseño moderno: El radiador SEVEN 800 S5 destaca por su estética innovadora, perfecta para integrarse en cualquier ambiente. Rendimiento superior: Fabricado en aluminio de alta calidad, este radiador ofrece una excelente conductividad térmica, asegurando un calentamiento rápido y uniforme. Dimensiones optimizadas: Con una altura de 800 mm, se adapta fácilmente a diferentes espacios, proporcionando una solución de calefacción eficiente sin sacrificar el espacio. Durabilidad garantizada: Diseñado para resistir el paso del tiempo, el SEVEN 800 S5 es una inversión a largo plazo para tu hogar. Fácil instalación: Su diseño permite una instalación sencilla, ahorrando tiempo y esfuerzo. Si tienes alguna pregunta sobre el radiador de aluminio Fondital SEVEN 800 S5, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de calefacción perfecta para tu hogar.",,,productos/fondital-elemento-aluminio-seven-800-s5.jpg,295,false,false
fondital-elemento-aluminio-seven-700-s5,Fondital elemento aluminio SEVEN 700 S5,Fondital,calderas,,,,"Descubre el radiador Fondital SEVEN 700 S5, un elemento de aluminio que combina un diseño elegante e innovador con un rendimiento térmico excepcional. Ideal para quienes buscan eficiencia y estilo en su sistema de calefacción. Diseño moderno: El radiador SEVEN 700 S5 destaca por su estética contemporánea, perfecta para integrarse en cualquier ambiente. Rendimiento superior: Fabricado en aluminio de alta calidad, este radiador ofrece una excelente conductividad térmica, asegurando un calentamiento rápido y uniforme. Dimensiones optimizadas: Con una altura de 700 mm, se adapta fácilmente a diferentes espacios, proporcionando una solución de calefacción eficiente sin ocupar demasiado espacio. Durabilidad garantizada: La construcción robusta del SEVEN 700 S5 asegura una larga vida útil, respaldada por la garantía del fabricante. Fácil instalación: Diseñado para una instalación sencilla, este radiador es ideal tanto para nuevas construcciones como para renovaciones. Si tienes alguna pregunta sobre el radiador de aluminio Fondital SEVEN 700 S5, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de calefacción perfecta para tu hogar.",,,productos/fondital-elemento-aluminio-seven-700-s5.jpg,296,false,false
fondital-elemento-aluminio-seven-600-s5,Fondital elemento aluminio SEVEN 600 S5,Fondital,calderas,,,,"Fondital Elemento Aluminio SEVEN 600 S5: Descubre la perfecta combinación de diseño elegante e innovación tecnológica con el radiador de aluminio SEVEN 600 S5 de Fondital. Este modelo no solo destaca por su estética moderna, sino también por su excepcional rendimiento térmico, ideal para mantener tus espacios cálidos y confortables. Dimensiones: Con una altura de 60 cm, el SEVEN 600 S5 se adapta fácilmente a diferentes espacios, ofreciendo una solución eficiente y estilizada para la climatización de tu hogar. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una excelente conductividad térmica y una larga durabilidad, resistiendo la corrosión y el desgaste. Rendimiento térmico superior: Diseñado para maximizar la emisión de calor, el SEVEN 600 S5 proporciona un calentamiento rápido y uniforme, optimizando el consumo energético. Diseño estético: Su acabado elegante y moderno se integra perfectamente en cualquier decoración, añadiendo un toque de sofisticación a tus espacios. Fácil instalación: Gracias a su diseño modular, puedes ajustar el número de elementos según tus necesidades específicas de calefacción. Garantía de calidad: Fondital ofrece una garantía extendida, asegurando la tranquilidad y satisfacción de sus clientes. Si tienes alguna pregunta sobre el radiador de aluminio SEVEN 600 S5, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar tu compra con confianza.",,,productos/fondital-elemento-aluminio-seven-600-s5.jpg,297,false,false
fondital-elemento-aluminio-seven-500-s5,Fondital elemento aluminio SEVEN 500 S5,Fondital,calderas,,,,"Descubre el radiador Fondital SEVEN 500 S5, un elemento de aluminio que combina un diseño elegante e innovador con un rendimiento térmico excepcional. Ideal para quienes buscan eficiencia y estilo en su sistema de calefacción. Diseño moderno: El radiador SEVEN 500 S5 destaca por su estética contemporánea, perfecta para integrarse en cualquier ambiente. Rendimiento superior: Fabricado en aluminio de alta calidad, este radiador ofrece una excelente conductividad térmica, asegurando un calentamiento rápido y uniforme. Dimensiones optimizadas: Con una altura de 500 mm, se adapta fácilmente a espacios reducidos sin comprometer su capacidad de calefacción. Durabilidad garantizada: La construcción robusta del SEVEN 500 S5 garantiza una larga vida útil, respaldada por la reputación de calidad de Fondital. Fácil instalación: Diseñado para una instalación sencilla, este radiador es ideal tanto para nuevas construcciones como para renovaciones. Si tienes alguna pregunta sobre el radiador de aluminio Fondital SEVEN 500 S5, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar tu compra con confianza.",,,productos/fondital-elemento-aluminio-seven-500-s5.jpg,298,false,false
fondital-elemento-aluminio-seven-350-s5,Fondital elemento aluminio SEVEN 350 S5,Fondital,calderas,,,,"Radiador de aluminio Fondital SEVEN 350 S5, diseñado para ofrecer un rendimiento térmico excepcional con un toque de elegancia. Este modelo es ideal para quienes buscan eficiencia y estilo en su sistema de calefacción. Dimensiones compactas: Con una altura de 35 cm, el SEVEN 350 S5 es perfecto para espacios reducidos sin comprometer su capacidad de calefacción. Material de alta calidad: Fabricado en aluminio, garantiza una rápida transmisión del calor y una larga durabilidad. Diseño estético: Su diseño moderno y elegante se adapta a cualquier decoración interior, convirtiéndolo en una pieza funcional y decorativa. Eficiencia energética: Optimizado para un consumo energético reducido, ayudando a mantener bajos los costos de calefacción. Fácil instalación: Diseñado para una instalación sencilla, ahorrando tiempo y esfuerzo. Compatibilidad: Compatible con la mayoría de los sistemas de calefacción central, ofreciendo versatilidad y conveniencia. Si tienes alguna pregunta sobre el radiador de aluminio Fondital SEVEN 350 S5, no dudes en contactarnos. Estamos aquí para ayudarte a encontrar la solución de calefacción perfecta para tu hogar.",,,productos/fondital-elemento-aluminio-seven-350-s5.jpg,299,false,false
ferroli-silent-d-25-si-unit,Ferroli Silent D 25 SI Unit,Ferroli,calderas,,Consumo de agua caliente: 1 ducha + 1 grifo | Dimension a climatizar: 150,,"La caldera de gasoil Ferroli Silent D 25 SI Unit garantiza un hogar cálido y eficiente, proporcionando agua caliente al instante con un control digital intuitivo y una bomba de alta eficiencia. Potencia eficiente: 25 kW para calefacción Caudal máximo: 11,9 litros por minuto a 25 &ordm;C Calificación energética: Clase B",,,productos/ferroli-silent-d-25-si-unit.jpg,300,false,false
ferroli-elemento-aluminio-xian-800,Ferroli elemento aluminio XIAN 800,Ferroli,calderas,,,,"Radiador Ferroli Xian 800: eficiencia y diseño en calefacción. Descubre el radiador de aluminio Ferroli Xian 800, diseñado para ofrecer una excelente transmisión térmica y un estilo elegante que se adapta a cualquier espacio. Aprovecha nuestra oferta exclusiva y disfruta de hasta 10 años de garantía en tu compra. Dimensiones óptimas: Con una altura de 80 cm, el Ferroli Xian 800 es ideal para calentar habitaciones de tamaño medio a grande. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una rápida y eficiente distribución del calor. Diseño moderno: Su estética elegante se integra perfectamente en cualquier decoración, aportando un toque de sofisticación. Fácil instalación: Diseñado para una instalación sencilla, ahorrando tiempo y esfuerzo. Garantía extendida: Disfruta de hasta 10 años de garantía, asegurando una inversión segura y duradera. Si tienes alguna pregunta sobre el radiador de aluminio Ferroli Xian 800, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar tu compra online con confianza.",,,productos/ferroli-elemento-aluminio-xian-800.jpg,301,false,false
ferroli-elemento-aluminio-xian-700,Ferroli elemento aluminio XIAN 700,Ferroli,calderas,,,,"Radiador Ferroli Xian 700 de aluminio, diseñado para ofrecer una excelente transmisión térmica y una estética moderna que se adapta a cualquier espacio. Este modelo es ideal para quienes buscan eficiencia y estilo en un solo producto. Dimensiones: Con una altura de 70 cm, el Ferroli Xian 700 es perfecto para calentar habitaciones de tamaño medio a grande. Material de alta calidad: Fabricado en aluminio, garantiza una rápida difusión del calor y una larga durabilidad. Diseño elegante: Su acabado moderno y estilizado se integra fácilmente en cualquier decoración interior. Eficiencia energética: Optimizado para un consumo reducido, ayudando a mantener bajos los costos de energía. Garantía: Disfruta de hasta 10 años de garantía, asegurando tranquilidad y confianza en tu compra. Si tienes alguna pregunta sobre el radiador de aluminio Xian 700, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar tu compra online con confianza.",,,productos/ferroli-elemento-aluminio-xian-700.jpg,302,false,false
ferroli-elemento-aluminio-xian-600,Ferroli elemento aluminio XIAN 600,Ferroli,calderas,,,,"Descubre el radiador Ferroli Xian 600, un elemento de aluminio diseñado para ofrecer una excelente transmisión térmica y una estética moderna que se adapta a cualquier espacio. Este modelo es ideal para quienes buscan eficiencia y estilo en su sistema de calefacción. Dimensiones óptimas: Con una altura de 60 cm, el Ferroli Xian 600 es perfecto para calentar habitaciones de tamaño medio a grande, proporcionando un calor uniforme y confortable. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una rápida difusión del calor y una larga durabilidad, resistiendo la corrosión y el desgaste. Diseño elegante: Su acabado moderno y estilizado se integra fácilmente en cualquier decoración, añadiendo un toque de sofisticación a tu hogar. Fácil instalación: Diseñado para una instalación sencilla, el Ferroli Xian 600 es compatible con la mayoría de los sistemas de calefacción central. Garantía de confianza: Disfruta de hasta 10 años de garantía, asegurando tranquilidad y satisfacción en tu compra. Si tienes alguna pregunta sobre el radiador de aluminio Ferroli Xian 600, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar una compra informada y segura en nuestra tienda online.",,,productos/ferroli-elemento-aluminio-xian-600.jpg,303,false,false
ferroli-elemento-aluminio-xian-450,Ferroli elemento aluminio XIAN 450,Ferroli,calderas,,,,"Descubre el radiador Ferroli Xian 450, un elemento de aluminio diseñado para ofrecer una excelente transmisión térmica y una estética moderna. Ideal para calentar habitaciones de tamaño medio, este radiador combina eficiencia y estilo en un solo producto. Dimensiones compactas: Con 43 cm de alto, 8 cm de ancho y 10 cm de profundidad, el Ferroli Xian 450 es perfecto para espacios reducidos sin comprometer su capacidad de calefacción. Material de alta calidad: Fabricado en aluminio, este radiador garantiza una rápida difusión del calor y una larga durabilidad. Versatilidad en el hogar: Disponible en configuraciones de hasta 14 elementos, se adapta a las necesidades específicas de cada habitación. Garantía extendida: Disfruta de hasta 10 años de garantía, asegurando tranquilidad y confianza en tu compra. Precio competitivo: Ofrecemos el mejor precio por elemento para el Ferroli Xian 450, asegurando una excelente relación calidad-precio. Si tienes alguna pregunta sobre el radiador de aluminio Xian 450, no dudes en contactarnos. Estamos aquí para proporcionarte toda la información que necesitas para realizar tu compra online con confianza.",,,productos/ferroli-elemento-aluminio-xian-450.jpg,304,false,false
modulo-de-control-wifi,Módulo de control wifi,Giatsu,aires,140,,,"Transforma tu experiencia de climatización con el Módulo de control wifi USB. Conéctate a tu aire acondicionado desde cualquier lugar usando tu Smartphone o Tablet, optimizando el confort y la eficiencia energética de tu hogar. Compatibilidad: Funciona con la mayoría de marcas de aire acondicionado. Conexión: Configuración sencilla a través de WiFi. Control remoto: Ajusta la temperatura y modos desde cualquier lugar.",,,productos/modulo-de-control-wifi.jpg,305,false,false
fujitsu-asy50-ui-kl,Fujitsu ASY50 Ui-KL,Fujitsu,aires,1190,Recomendado para estancias: 50 | Eficiencia energetica: A++,,"El Fujitsu ASY50 Ui-KL es la solución perfecta para climatizar estancias de hasta 50 m², ofreciendo un rendimiento excepcional tanto en frío como en calor. Su avanzada tecnología inverter y compresor rotativo DC garantizan eficiencia energética y un funcionamiento silencioso, ideal para espacios que requieren refrigeración constante. Potencia Frigorífica: 5,2 kW Potencia Calorífica: 6,3 kW Rango de Funcionamiento Mejorado: Ideal para bodegas y despensas",,,productos/fujitsu-asy50-ui-kl.jpg,306,false,false
fujitsu-asy40ui-km,Fujitsu ASY40Ui-KM,Fujitsu,aires,975,Recomendado para estancias: 40 | Eficiencia energetica: A++,,"El Fujitsu ASY40Ui-KM es la solución ideal para climatizar espacios de hasta 40 m², combinando eficiencia energética y un diseño compacto que se adapta a cualquier ambiente. Su avanzada tecnología garantiza una distribución uniforme del aire, mejorando el confort en tu hogar. Potencia Frigorífica: 4,0 kW Potencia Calorífica: 5,0 kW Dimensiones Compactas: 204 mm de fondo",,,productos/fujitsu-asy40ui-km.jpg,307,false,false
fujitsu-asy35ui-kp,Fujitsu ASY35Ui-KP,Fujitsu,aires,640,Recomendado para estancias: 30 | Eficiencia energetica: A++,,"El Fujitsu ASY35Ui-KP es la solución ideal para climatizar espacios de hasta 30 m², combinando eficiencia energética y un diseño compacto de solo 204 mm de profundidad. Su capacidad de 4,0 kW en refrigeración y 5,0 kW en calefacción garantiza un ambiente confortable durante todo el año. Distribución de aire: Lamas automáticas para una cobertura uniforme Control de humedad: Reduce eficazmente la humedad ambiental Envío: Gratis",,,productos/fujitsu-asy35ui-kp.jpg,308,false,false
fujitsu-asy25ui-kp,Fujitsu ASY25Ui-KP,Fujitsu,aires,615,Recomendado para estancias: 20 | Eficiencia energetica: A++,,"El Fujitsu ASY25Ui-KP es la solución ideal para climatizar espacios de hasta 20 m², combinando eficiencia energética y un diseño compacto que se adapta a cualquier ambiente. Su tecnología avanzada garantiza un confort óptimo al regular la humedad y distribuir el aire uniformemente. Potencia Frigorífica: 2,5 kW Potencia Calorífica: 3,2 kW Dimensiones: Fondo de 204 mm",,,productos/fujitsu-asy25ui-kp.jpg,309,false,false
daikin-comfora-txp50m,Daikin Comfora TXP50M,Aire acondicionado Daikin en Madrid,aires,2050,Recomendado para estancias: 40 | Eficiencia energetica: A++,,"El Daikin Comfora TXP50M es la solución ideal para quienes buscan eficiencia y confort en climatización. Este sistema combina tecnología avanzada con un diseño elegante, garantizando un ambiente agradable durante todo el año. Capacidad de Refrigeración: 5.0 kW Capacidad de Calefacción: 6.0 kW Clase Energética: A++/A+ Presión Sonora: 31 dBA Refrigerante: R-32",,,productos/daikin-comfora-txp50m.jpg,310,false,false
daikin-comfora-txp35m,Daikin Comfora TXP35M,Aire acondicionado Daikin en Madrid,aires,895,Recomendado para estancias: 30 | Eficiencia energetica: A++,,"Daikin Comfora TXP35M: Aire acondicionado eficiente y silencioso, ideal para mantener el confort en tu hogar. Con tecnología avanzada y diseño compacto, ofrece un rendimiento óptimo en cualquier estación del año. Capacidad de Refrigeración: 3.5 kW Capacidad de Calefacción: 4.0 kW Presión Sonora: Mínimo 20 dBA Clase Energética: A++ Refrigerante: R-32",,,productos/daikin-comfora-txp35m.jpg,311,false,false
daikin-comfora-txp25m,Daikin Comfora TXP25M,Aire acondicionado Daikin en Madrid,aires,790,Recomendado para estancias: 20+20 | Eficiencia energetica: A++,,"Daikin Comfora TXP25M: Este sistema de climatización combina eficiencia y confort, ideal para mantener tu hogar a la temperatura perfecta durante todo el año. Su diseño compacto y silencioso se adapta a cualquier espacio, garantizando un ambiente agradable y sin ruidos molestos. Capacidad de Refrigeración: 2.5 kW Capacidad de Calefacción: 3.0 kW Clase Energética: A++ Presión Sonora: 20 dBA Refrigerante: R-32",,,productos/daikin-comfora-txp25m.jpg,312,false,false
daikin-sensira-txc50c,Daikin Sensira TXC50C,Aire acondicionado Daikin en Madrid,aires,1300,Recomendado para estancias: 40 | Eficiencia energetica: A++,,"Daikin Sensira TXC50C: Disfruta de un ambiente interior óptimo y eficiente con este aire acondicionado que combina tecnología avanzada y diseño moderno. Su uso de gas R-32 minimiza el impacto ambiental, mientras que la tecnología Inverter de Daikin garantiza un ahorro energético significativo. Clase Energética: A++ Refrigerante: R-32 Reducción de Consumo: 30% menos que sistemas tradicionales",,,productos/daikin-sensira-txc50c.jpg,313,false,false
daikin-sensira-txf35e,Daikin Sensira TXF35E,Aire acondicionado Daikin en Madrid,aires,735,Recomendado para estancias: 30 | Eficiencia energetica: A++,,"El Daikin Sensira TXF35E es un sistema de climatización eficiente y silencioso, ideal para mantener el confort en tu hogar. Con tecnología avanzada y un diseño elegante, este aire acondicionado se adapta a tus necesidades de refrigeración y calefacción. Potencia de refrigeración: 3.3 kW Potencia de calefacción: 3.5 kW Eficiencia energética: A++/A+ Presión sonora: 20 dBA Refrigerante: Gas R-32",,,productos/daikin-sensira-txf35e.jpg,314,false,false
